headline,clickbait,clickbaitNoise
UK rail firm cuts 180 jobs,0,0.05
Third party U.S. presidential candidates hold debate,0,0.05
Tinder Just Added An STI Testing Locator To Their Website,1,0.95
16 Things Londoners Want Tourists To Know,1,0.95
What Do You Wish You Knew Before You Went To College,1,0.95
Can You Identify These Movies Based On The Main Character's BFF,1,0.95
Computer giants attack Aussie CSIRO's WLAN patent,0,0.05
13 Backyard Rinks That Will Give You The Chills,1,0.95
17 Times People Fell Head-Over-Heels For Musical Theater,1,0.95
Thailand forces registration of prepaid phones to thwart insurgency,0,0.05
21 Confessions From People Who Can't Put Their E-Books Down,1,0.95
Charter Companies Flying to Cuba Thrive Despite Complaints,0,0.05
19 Hideaways Where You Can Clear Your Head In London,1,0.95
That Time I Sharted My Pants: Lady Edition,1,0.95
Tigers win NRL Grand Final,0,0.05
"Sam's Club to cut 11,000 jobs",0,0.05
"No Union for FedEx Home Drivers, Court Rules",0,0.05
What's Your Ex Doing Right Now,1,0.95
"Comair Flight 5191 co-pilot, pilot's widow sue FAA, airport, chart manufacturer",0,0.05
What Is Your Booze IQ,1,0.95
Rebels Routed in Sri Lanka After 25 Years of War,0,0.05
"Experts Find Flaws in Chinese Software Filter, Green Dam",0,0.05
23 Of The Most Gorgeous Pieces Of Miyazaki Fan Art,1,0.95
The Middle Kingdom Meets the Middle East,0,0.05
"Which ""Suite Life Of Zack And Cody"" Character Are You Based On Your Zodiac Sign",1,0.95
"Blake Lively, Taylor Swift, And A Kangaroo Took A Selfie Together",1,0.95
Band manager Daniel Biechele shown parole support by families of victims of the Station nightclub fire,0,0.05
You Need To See This Video Of Alan Rickman Pranking Daniel Radcliffe,1,0.95
Turkish writer Orhan Pamuk receives Nobel Prize,0,0.05
27 Mario Myths That Happen To Be True,1,0.95
Conrail Plan May Be Model for G.M.-Chrysler Crisis,0,0.05
"This ""Star Wars"" Fan Theory About Kylo Ren Is Perfect",1,0.95
"10 Signs You're Totally Obsessed With ""Star Trek""",1,0.95
"Here Are 20 New Photos From The Next Season Of ""Game Of Thrones""",1,0.95
Time Warner Says It Will Spin Off AOL,0,0.05
"J.K. Rowling Is Splitting ""Harry Potter And The Cursed Child"" Into Two Plays",1,0.95
Ian Paisley rejects Sinn Fein nomination,0,0.05
17 Times Ryan Gosling Made You Almost Forget How To Breathe,1,0.95
19 Words You Don't Actually Understand Unless You're From Michigan,1,0.95
"Twenty injured by tornado in Birmingham, UK",0,0.05
"German GDP drops by 3.8%, largest decline in 40 years",0,0.05
"Thai police, protesters in violent clashes; at least one dead",0,0.05
21 Things You'll Understand If You're Slightly Obsessed With Your Eyebrows,1,0.95
Here's A Look At 100 Years Of Wedding Gowns In Three Minutes,1,0.95
Bombings kill over 100 in Baghdad,0,0.05
Here's What It's Actually Like To Own A Fitbit,1,0.95
When Winning Is All in the Family,0,0.05
"After Fleeing North Korea, an Artist Parodies Its Propaganda",0,0.05
40 Celebs You Probably Didn't Know Attended Black Colleges,1,0.95
Spike Surprises Fans,1,0.95
"Desperate Children Flee Zimbabwe, for Lives Just as Desolate",0,0.05
These Students Honored Veterans By Carrying Their Coffins,1,0.95
People Try Iconic Asian Snacks,1,0.95
"17 Words That Have A Different Meaning When You're A ""Friday Night Lights"" Fan",1,0.95
Rapper Obie Trice shot on Detroit freeway,0,0.05
French Workers stay at home for Whit Monday,0,0.05
Kate Winslet Keeps Her Oscar In Her Bathroom So People Can Practice Their Own Acceptance Speeches,1,0.95
"Which ""Friends"" Character Are You Based On Your Birth Month",1,0.95
22 Things That Would Be Different If Disneyland Were In Canada,1,0.95
22 Brutally Honest Confessions From A Veterinarian,1,0.95
U.S. Stocks Up on Hope of a Stabilizing Economy,0,0.05
Australia qualifies for FIFA World Cup 2006,0,0.05
This Is What Breakfast Looks Like Around The World,1,0.95
Whose Concert Tour Should You Open For,1,0.95
2008 Taipei International Book Exhibition Preview: An exposition with different cultures,0,0.05
Literally A Bunch Of Fucked Up Memes About Caillou (That Are Great),1,0.95
18 Reasons Every Woman Should Follow Poet Rupi Kaur On Instagram,1,0.95
US deficit reaches record $1.4 trillion,0,0.05
What's The Best College Bar In America,1,0.95
Alex Rodriguez Has Chance to Speak Out Against Steroids,0,0.05
Michael Jackson found 'not guilty' on all counts,0,0.05
3 in Beijing Set Their Car on Fire in Apparent Protest,0,0.05
Australian parliamentary security officers allowed to address members as 'mates' again,0,0.05
18 Old People Who Are Living Their Goddamn Lives,1,0.95
People Are Dressing Their Pets As Beanie Babies And It's Almost Too Much,1,0.95
"How Well Do You Remember ""I Write Sins Not Tragedies"" By Panic! At The Disco",1,0.95
Warm Up With These Too Cute For Words Chicken Pot Pies,1,0.95
21 Photos That Prove Anyone Can Rock A Pair Of Duck Boots,1,0.95
"US economy added 290,000 jobs last month, unemployment at 9.9%",0,0.05
The Easiest Patronus Quiz You'll Ever Take,1,0.95
US millitary says it killed approximately 40 'insurgents' in Iraq,0,0.05
Over 30 killed in Mexico dynamite truck explosion,0,0.05
What Percent Voldemort Are You,1,0.95
Long Distance Best Friends,1,0.95
23 Reasons Luke Cage Is The Marvel Bae We've Been Waiting For,1,0.95
Robbie Williams rejoins British musical group Take That,0,0.05
Which Pop-Punk Band Do You Actually Belong In,1,0.95
Microsoft's attempt to buy out Yahoo may never happen,0,0.05
"Minutes Behind the Leaders, Landis Speaks of an Uncertain Future",0,0.05
Can We Guess How Much Money You Made In 2015,1,0.95
Newsreader Natasha Kaplinsky gives birth to baby boy,0,0.05
"What I've ""Learned"" From Porn",1,0.95
"As Veterans Move Up, Leaders in Full Bloom at Augusta",0,0.05
"Two die after passenger ship and cargo ship collide near Haifa, Israel",0,0.05
This Color Test Will Reveal Your True Nature,1,0.95
"Avalanche in Vail, Colorado kills one",0,0.05
15 Songs You Loved (But Forgot About) From 10 Years Ago,1,0.95
US wildfire reaches Interstate 5 near Los Angeles,0,0.05
Some LG Cellphones to Use Microsoft System,0,0.05
6.4 magnitude earthquake hits Taiwan,0,0.05
"How Well Do You Actually Remember The ""Home Alone"" Booby Traps",1,0.95
"Keeping Jobless Rules Intact, Florida Declines Stimulus Money",0,0.05
Suicide bomber kills twelve in northwest Pakistan,0,0.05
"In This Recession, More Men Are Losing Jobs",0,0.05
Israel begins using sonic booms against Palestinians,0,0.05
Veteran sergeant accounts US torture coverup,0,0.05
These Time-Lapse Videos Show How Much The Kardashians Have Changed,1,0.95
Top two aides quit US presidential candidate McCain's campaign,0,0.05
21 Times Michael Ian Black's Tweets Made You Laugh Out Loud,1,0.95
18 Thoughts Everyone Has Before A Hookup,1,0.95
Canceled Palin Wedding Becomes a Public Matter,0,0.05
18 Tragic Photos That Will Make All Makeup Addicts Weep,1,0.95
52 Of The Most Powerful Photos Of 2015,1,0.95
19 Things Every Woman With Shaved Hair Never Wants To Hear Again,1,0.95
We Know Where You Live Based On Your Favorite Foods,1,0.95
Peter Capaldi named twelfth Doctor Who,0,0.05
"From Sandy Strip of Sri Lanka, Tales of Suffering as War Traps Thousands",0,0.05
What's The Best Grilled Cheese Shop You've Ever Eaten At,1,0.95
"From Bat Boy to Red Sox Fan, a Tip of the Cap to No. 100",0,0.05
23 Women In Television You Need To Be Watching,1,0.95
This Is The Best Place To Get Dope Men's Clothes For Cheap,1,0.95
West Is Told to Expect Water Shortfalls,0,0.05
This Story Of David Bowie Blasting MTV For Not Playing Black Artists Is Going Viral,1,0.95
Canadian loses health benefits after company finds joyful Facebook pictures,0,0.05
People Are Flipping Out Over Adele's Flip Phone In Her New Video,1,0.95
Tampons Vs. Pads,1,0.95
19 Friendship Bracelets You And Your BFF Seriously Need,1,0.95
"27 Moments ""How I Met Your Mother"" Fans Will Never Forget",1,0.95
Are You More Yuppie Or Hipster,1,0.95
Mississippi tornado kills at least ten,0,0.05
Mortar exchange kills thirteen in Somali capital,0,0.05
"Waving a Hand, Trying to Be Noticed in the Stimulus Rush",0,0.05
Do You Own Your Dog Or Does Your Dog Own You,1,0.95
Jacobs Wants to See Burress Return to Giants,0,0.05
Fiat plans to buy majority stake in Chrysler,0,0.05
Unrequited Love,1,0.95
This Photographer Has Captured Candid Moments In The Lives Of Famous Artists Throughout History,1,0.95
Scientists confirm new superheavy element,0,0.05
Up to one-half of Somali food aid diverted from needy,0,0.05
Explosion in Russian nightclub kills at least 94,0,0.05
Which Zodiac Sign Should You Date Based On Your Favourite Disney Character,1,0.95
"The ""Rocky Horror Picture Show"" Cast Reunited And It Feels So Good",1,0.95
Aussies ignore flag ban at Big Day Out festival,0,0.05
"Which ""The Emperor's New Groove"" Character Are You",1,0.95
"British seaman appears in court, charged with murder after shooting on nuclear submarine",0,0.05
"Charlotte Rampling Calls Oscars Boycott ""Racist To White People""",1,0.95
White House Gives Upbeat Forecast for Economy,0,0.05
14 Trends We're Hoping Will Happen In 2016,1,0.95
Swine flu worldwide: update,0,0.05
A Provocative Work About the Christian Right,0,0.05
"'Invitational Games for the Deaf, Taipei 2008' comes to an close",0,0.05
Torture Survivors to Testify at Khmer Rouge Trial,0,0.05
French fry 'king' J. R. Simplot dies at age 99,0,0.05
9 Ways To Save Money By Shopping In The Kids' Section,1,0.95
"On North Shore of Oahu, Enforcing Respect for Locals and the Waves",0,0.05
Sudanese president sworn in to another term,0,0.05
23 Unforgivable Things The Internet Did To Minions In 2015,1,0.95
We're Launching Our First Ever Series On iTunes,1,0.95
"The ""Making A Murderer"" Filmmakers Don't Think Steven Avery Is Guilty",1,0.95
This Dog Perfectly Photobombed His Owners' Engagement Photos,1,0.95
"22 Tweets About ""Fifty Shades Of Grey"" That'll Make You Laugh Every Time",1,0.95
"Ukraine, in midst of turmoil, gets boost from U.S. research group",0,0.05
This Behind The Scenes Footage Of Ted Cruz's Campaign Is So Brilliantly Awkward,1,0.95
"39 Of The Best Moments In The History Of ""America's Next Top Model""",1,0.95
"Let Your Warm-Up Be Your Guide, Woods and Kim Say",0,0.05
Nordstrom Posts Lower Quarterly Profit,0,0.05
33 Healthy Eating Habits Lazy College Students Will Appreciate,1,0.95
2 Uighurs in Troubled Region Killed by the Police,0,0.05
Bomb threat on UK–Egypt plane; diverted to Greece,0,0.05
22 Types Of Hangovers Beautifully Illustrated By Boglins,1,0.95
British Financial Regulator Takes Tougher Stance,0,0.05
What Should Your Drunk Food Be,1,0.95
S.&P. 500 Stays on Track for a Strong Quarter,0,0.05
We Got Mac Lovers To Try A PC And This Is What Happened,1,0.95
Moldovan wines win three medals at contest in Bordeaux,0,0.05
West Indies cricket team in England 2007 - 3rd ODI,0,0.05
Seventeen arrested after party on London Underground,0,0.05
Which Ed Sheeran Song Are You Based On Your Zodiac Sign,1,0.95
"Two tornadoes touch down near Wellington, Utah",0,0.05
The Mets Remain Unbeaten in the Replay Booth,0,0.05
Over 50 dead after Iraq bombing,0,0.05
Nokia scales back prediction for global mobile phone sales,0,0.05
19 Kenyans arrested for 'witch' killings,0,0.05
More Atheists Shout It From the Rooftops,0,0.05
Austrian man kept daughter prisoner in cellar for 24 years,0,0.05
Chilean Town Withers in Free Market for Water,0,0.05
Bouncer stabbed to death in Atlantic City brawl,0,0.05
"Which ""Hunger Games: Mockingjay, Part 2"" Character Are You",1,0.95
33 Sneakers That Will Make You Want To Throw Out Your Heels,1,0.95
"2007 Rugby World Cup: New Zealand, Australia and England open with wins",0,0.05
These Girls Learned The Hard Way You Should Always Test A DIY Face Mask On Your Hand,1,0.95
Brush fire starts in Hawaii's Makua Valley,0,0.05
14 Couples Who Are Definitely Breaking Up,1,0.95
This Is What It Looks Like To Graduate 79 Years Late,1,0.95
European Start-Ups Take a Bet on Air Taxis,0,0.05
Vivaldi Atlantic 4 break Canada-Europe record,0,0.05
17 Scandinavian Kid's Room Design Ideas You'll Want To Steal,1,0.95
The Cutest Dogs Of The 2016 Westminster Dog Show,1,0.95
This Guinea Pig Has A Way Better Instagram Than You,1,0.95
Cheap Vs. Expensive Tequila Taste Test,1,0.95
15 Stunning Gift Wrapping Ideas For The Minimalist In You,1,0.95
These Pop-Up Dinners Are All About Empowering Women In The Restaurant Industry,1,0.95
UN accuses US of wholesale rights violations in Iraq,0,0.05
How Do You Stay Fit In College,1,0.95
23 Of The Most Heart-Shattering Breakup Songs From 2015,1,0.95
Australian Immigration department removal of citizen was unlawful,0,0.05
Salvage operation begins to retrieve black boxes from Adam Air Flight 574,0,0.05
The Quadrangle Group Is Said to Win a Confidence Vote,0,0.05
Here's What You Should Actually Buy on Black Friday,1,0.95
US House of Representatives passes 'clean energy bill',0,0.05
41 Totally Legitimate Reasons To Quit Your Job,1,0.95
25 Delicious Bite-Size Treats Made With Wonton And Egg Roll Wrappers,1,0.95
How King Bach Dominated Vine,1,0.95
17 Heartbreaking Confessions From College Students Who Suffer From Depression,1,0.95
"Madagascar President resigns, unclear rule in Antananarivo",0,0.05
Battles Over Reform Plan Lie Ahead,0,0.05
WMAQ reporter Amy Jacobson leaves job following controversial video,0,0.05
21 Photos That Are Way Too Real For Makeup Addicts,1,0.95
Officials admit that China faked part of Olympics opening ceremony,0,0.05
Latvian government takes majority stake in Parex Bank,0,0.05
"Which ""New Girl"" Character Should Be Your Roommate",1,0.95
First Prime Minister of Greenland Jonathan Motzfeldt dies at age 72,0,0.05
California Asks Removal of Prison Overseer,0,0.05
American philanthropist Brooke Astor dies at 105,0,0.05
"As Arms Meeting Looms, Russia Offers Carrot of Sharp Cuts",0,0.05
Cooper claims he learned of Plame through Rove,0,0.05
How Well Do You Know Sandwiches,1,0.95
30 Halloween Costumes That Put All Of Us To Shame,1,0.95
"The Dark Knight film director's brother arrested for murder, kidnapping",0,0.05
The Best Cable-Cutting Device For People Who Are Broke As Hell,1,0.95
These Microscopic Videos Will Make Your Skin Crawl In A Good Way,1,0.95
We Know How Old You Are Based On Your Favorite Kitten,1,0.95
Knicks Top the Raptors for a Feel-Good Victory,0,0.05
Woman suffers heart attack at cardiology summit,0,0.05
Tornado hits downtown Atlanta,0,0.05
"On First Day, Obama Quickly Sets a New Tone",0,0.05
"Stricker Leaves Opening, and Clark Slips Into Lead at Colonial",0,0.05
Security Measures Increasing In Iraq,0,0.05
UK denies pressuring Scotland into Lockerbie release,0,0.05
Robert Gates hopes to continue US troop cuts in Iraq,0,0.05
See Emma Stone As A Superhero In A Movie That's Not Happening,1,0.95
Car Bomb Kills 16 in Baghdad Market,0,0.05
Hundreds of lawsuits filed against music sharers in US,0,0.05
"20 Outfits From ""Mean Girls"" That No One Would Ever Wear Now",1,0.95
Jennifer Lawrence Wrote A Refreshingly Honest Essay On The Hollywood Gender Pay Gap,1,0.95
Tory candidate in election gaffe,0,0.05
Litvinenko murder suspect running for MP,0,0.05
Sanctions on US products introduced by Brazil,0,0.05
Remnants of Hurricane Felicia affect Hawaii,0,0.05
DeRosa Is Never Out of Position for the U.S.,0,0.05
Brooklyn Star Saoirse Ronan Actually Wants To Move To Brooklyn,1,0.95
15 Words That Mean Something Completely Different At Tim Hortons,1,0.95
This Little Girl Dressed As A Fairy Crushes A Skateboarding Trick And It's Adorable,1,0.95
These 10 Basic Eye Makeup Styles Will Give You Life,1,0.95
Tell Us How You Feel About These Pictures And We'll Tell You How Big Of A Perfectionist You Are,1,0.95
Can You Do The Asian Squat,1,0.95
How Much Will You Earn Working From Home,1,0.95
19 Savory Vegetarian Dishes That'll Warm You Up This Winter,1,0.95
How Much Do You Actually Know About Ancient Technology,1,0.95
You Have To Look At These Wittle Doggies Practising For India's Republic Day Parade,1,0.95
Stephen Hawking concludes visit to Israel and Palestine,0,0.05
Adele's Album Cover Is Giving The Entire World Eyeliner Goals,1,0.95
Here's How People LOL Differently Around The World,1,0.95
"For Coaches, Recruiting Top Players Can Have a Dark Side",0,0.05
